Question,Answer,Comment,Instruction,Render as
"刈,||かる||","cut, clip, shear, reap, trim, prune","",Guess the meaning of the Kunyomi reading,Text
"stay at, put up at, ride at anchor,lodge a person [**Kun**]","泊,とまる,とめる","Onyomi: ハク = (threeday) stay",Guess the romaji equivalent of the Kunyomi reading,Text
"press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent [**Kun**]","迫,せまる","Onyomi: ハク = press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent",Guess the romaji equivalent of the Kunyomi reading,Text
"thin, weak (tea), light, pale, faint, scanty, ungenerous,dilute, weaken,thin out, fade, grow pale, be toned down, get dim, cool (emotions), abate, lessen, decline [**Kun**]","薄,うすい,うすめる,うすまる,うすらぐ,うすれる","Onyomi: ハク = thin, weak (tea), light, pale, faint, scanty, ungenerous",Guess the romaji equivalent of the Kunyomi reading,Text
"extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through,come off, fall out, slip out, be omitted, be missing, be rid of, pass through, escape, be captured, withdraw, be less than,skip over,be careless, slip, make a mistake [**Kun**]","抜,ぬく,ぬける,ぬかす,ぬかる","Onyomi: バツ = extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through",Guess the romaji equivalent of the Kunyomi reading,Text
"the hair [**Kun**]","髪,かみ","Onyomi: ハツ = the hair",Guess the romaji equivalent of the Kunyomi reading,Text
"avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun [**Kun**]","避,さける","Onyomi: ヒ = avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun",Guess the romaji equivalent of the Kunyomi reading,Text
"get tired, grow weary [**Kun**]","疲,つかれる","Onyomi: ヒ = get tired, grow weary",Guess the romaji equivalent of the Kunyomi reading,Text
"he,that, the [**Kun**]","彼,かれ,かの","Onyomi: ヒ = he, that",Guess the romaji equivalent of the Kunyomi reading,Text
"get, receive, sustain (an injury), be subjected to (criticism) [**Kun**]","被,こうむる","Onyomi: ヒ = receiving",Guess the romaji equivalent of the Kunyomi reading,Text
"tail, trail (of a meteor), lower slope (of a mountain) [**Kun**]","尾,お","Onyomi: ビ = tail, end, counter for fish",Guess the romaji equivalent of the Kunyomi reading,Text
"head, counter (small animals), roll of cloth [**Kun**]","匹,ひき","Onyomi: ヒツ = head, counter (small animals), roll of cloth",Guess the romaji equivalent of the Kunyomi reading,Text
"write, compose, draw, paint,sketch, describe [**Kun**]","描,えがく,かく","Onyomi: ビョウ = write, compose, draw, paint",Guess the romaji equivalent of the Kunyomi reading,Text
"beach, seashore, fishing village [**Kun**]","浜,はま","Onyomi: ヒン = beach, seashore, fishing village",Guess the romaji equivalent of the Kunyomi reading,Text
"dance, flutter about, flit, circle, wheel,dancing [**Kun**]","舞,まう,まい","Onyomi: ブ = dance, flutter about, flit, circle, wheel",Guess the romaji equivalent of the Kunyomi reading,Text
"fearful, frightful, terrible, weird [**Kun**]","怖,こわい","Onyomi: フ = fear, be frightened, be timid, get nervous",Guess the romaji equivalent of the Kunyomi reading,Text
"float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved,launch, sail (a toy ship), refloat, waft, express (feelings in the face), recall,surface, flit across (the face), occur to, play (about the lips, as a smile), rise in the world, rest in peace,be in high spirits, go on a spree [**Kun**]","浮,うく,うかれる,うかぶ,うかべる","Onyomi: フ = float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved",Guess the romaji equivalent of the Kunyomi reading,Text
"rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy,let spoil, rot, corrode, addle [**Kun**]","腐,くさる,くされる,くさらす","Onyomi: フ = rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy",Guess the romaji equivalent of the Kunyomi reading,Text
"spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up [**Kun**]","敷,しく","Onyomi: フ = spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up",Guess the romaji equivalent of the Kunyomi reading,Text
"width, breadth, range, difference (in price), power, influence [**Kun**]","幅,はば","Onyomi: フク = hanging scroll, picture, width, counter for scrolls",Guess the romaji equivalent of the Kunyomi reading,Text
"clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in [**Kun**]","払,はらう","Onyomi: フツ = clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in",Guess the romaji equivalent of the Kunyomi reading,Text
"spout, emit, flush out [**Kun**]","噴,ふく","Onyomi: フン = spout, emit, flush out",Guess the romaji equivalent of the Kunyomi reading,Text
"handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship),pattern, design, build, character, nature [**Kun**]","柄,がら,え","Onyomi: ヘイ = handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship)",Guess the romaji equivalent of the Kunyomi reading,Text
"wall [**Kun**]","壁,かべ","Onyomi: ヘキ = wall, lining (of the stomach), fence, partition",Guess the romaji equivalent of the Kunyomi reading,Text
"catch, arrest, capture,be caught, be captured,be arrested, be a slave to, be seized with [**Kun**]","捕,とらえる,とらわれる,とる,つかまえる,つかまる","Onyomi: ホ = catch, arrest, capture",Guess the romaji equivalent of the Kunyomi reading,Text
"busy, occupied [**Kun**]","忙,いそがしい","Onyomi: ボウ = busy, occupied",Guess the romaji equivalent of the Kunyomi reading,Text
"hug, embrace, hold in the arms, sit (on eggs),entertain (hope), cherish (a desire), harbor (malice), hold, have,hold or carry under or in the arms [**Kun**]","抱,だく,いだく,かかえる","Onyomi: ホウ = hug, embrace, hold in the arms, sit (on eggs)",Guess the romaji equivalent of the Kunyomi reading,Text
"peak, summit, top, back (of a sword) [**Kun**]","峰,みね","Onyomi: ホウ = peak, summit, top, back (of a sword)",Guess the romaji equivalent of the Kunyomi reading,Text
"risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name) [**Kun**]","冒,おかす","Onyomi: ボウ = risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name)",Guess the romaji equivalent of the Kunyomi reading,Text
"side, besides, while [**Kun**]","傍,かたわら","Onyomi: ボウ = side, besides, while",Guess the romaji equivalent of the Kunyomi reading,Text
"sleep, die,sleepy, drowsy, lethargic [**Kun**]","眠,ねむる,ねむい","Onyomi: ミン = sleep",Guess the romaji equivalent of the Kunyomi reading,Text
"halberd, arms, festival car, float [**Kun**]","矛,ほこ","Onyomi: ム = halberd, arms, festival car, float",Guess the romaji equivalent of the Kunyomi reading,Text
"mist, fog, spray [**Kun**]","霧,きり","Onyomi: ム = mist, fog, spray",Guess the romaji equivalent of the Kunyomi reading,Text
"grow thick, be overgrown, be luxuriant [**Kun**]","茂,しげる","Onyomi: モ = grow thick, be overgrown, be luxuriant",Guess the romaji equivalent of the Kunyomi reading,Text
"net, netting [**Kun**]","網,あみ","Onyomi: モウ = net, network",Guess the romaji equivalent of the Kunyomi reading,Text
"become silent, stop speaking, say nothing [**Kun**]","黙,だまる","Onyomi: モク = keeping silence",Guess the romaji equivalent of the Kunyomi reading,Text
"dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt) [**Kun**]","躍,おどる","Onyomi: ヤク = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)",Guess the romaji equivalent of the Kunyomi reading,Text
"male [**Kun**]","雄,お,おす","Onyomi: ユウ = male, hero, great leader, superiority, excellence",Guess the romaji equivalent of the Kunyomi reading,Text
"give, award, impart, provide, allot, cause (pain or damage) [**Kun**]","与,あたえる","Onyomi: ヨ = give, award, impart, provide, allot, cause (pain or damage)",Guess the romaji equivalent of the Kunyomi reading,Text
"honor, glory [**Kun**]","誉,ほまれ","Onyomi: ヨ = praise",Guess the romaji equivalent of the Kunyomi reading,Text
"chanting of the noh, chant, noh singer [**Kun**]","謡,うたい,うたう","Onyomi: ヨウ = chant",Guess the romaji equivalent of the Kunyomi reading,Text
"dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt),dancing, step [**Kun**]","踊,おどる,おどり","Onyomi: ヨウ = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)",Guess the romaji equivalent of the Kunyomi reading,Text
"hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass) [**Kun**]","腰,こし","Onyomi: ヨウ = hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass)",Guess the romaji equivalent of the Kunyomi reading,Text
"melt, dissolve, thaw,liquefy, melt [**Kun**]","溶,とける,とかす,とく","Onyomi: ヨウ = melt, dissolve, thaw",Guess the romaji equivalent of the Kunyomi reading,Text
"wings [**Kun**]","翼,つばさ","Onyomi: ヨク = wing, plane, flank",Guess the romaji equivalent of the Kunyomi reading,Text
"ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in,rely on, have recourse to,reliable, trustworthy, hopeful [**Kun**]","頼,たのむ,たのもしい,たよる","Onyomi: ライ = ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in",Guess the romaji equivalent of the Kunyomi reading,Text
"thunder [**Kun**]","雷,かみなり","Onyomi: ライ = thunder",Guess the romaji equivalent of the Kunyomi reading,Text
"coil around, get twisted, stick to, pick a quarrel,twine around,get caught in, be urged on by [**Kun**]","絡,からむ,からまる,からめる","Onyomi: ラク = coil around, get twisted, stick to, pick a quarrel",Guess the romaji equivalent of the Kunyomi reading,Text
"separate, part from, come off, become disjoined, digress, get free, become estranged, be (three miles) away, be separated (by three years), leave, quit, depart from,disconnect, sever, detach, keep apart, alienate, isolate, let go, release, set free [**Kun**]","離,はなれる,はなす","Onyomi: リ = separation",Guess the romaji equivalent of the Kunyomi reading,Text
"grain, drop, counter for tiny particles [**Kun**]","粒,つぶ","Onyomi: リュウ = grain, drop",Guess the romaji equivalent of the Kunyomi reading,Text
"adjoin, nextdoor neighbor, adjoining [**Kun**]","隣,となる,となり","Onyomi: リン = neighboring",Guess the romaji equivalent of the Kunyomi reading,Text
"tear, sympathy [**Kun**]","涙,なみだ","Onyomi: ルイ = tear, sympathy",Guess the romaji equivalent of the Kunyomi reading,Text
"beautiful, lovely, graceful [**Kun**]","麗,うるわしい","Onyomi: レイ = beautiful, bright and clear, fine, serene",Guess the romaji equivalent of the Kunyomi reading,Text
"calendar, almanac [**Kun**]","暦,こよみ","Onyomi: レキ = calendar, almanac",Guess the romaji equivalent of the Kunyomi reading,Text
"be inferior to, be worse than [**Kun**]","劣,おとる","Onyomi: レツ = be inferior to, be worse than",Guess the romaji equivalent of the Kunyomi reading,Text
"be in love,love, tender sentiment,dear, beloved, darling [**Kun**]","恋,こう,こい,こいしい","Onyomi: レン = be in love",Guess the romaji equivalent of the Kunyomi reading,Text
"dew, dewdrops, tears, mortality, flimsiness, (with neg.) not a bit [**Kun**]","露,つゆ","Onyomi: ロ,ロウ = dew, Russia",Guess the romaji equivalent of the Kunyomi reading,Text
"be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided [**Kun**]","惑,まどう","Onyomi: ワク = be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided",Guess the romaji equivalent of the Kunyomi reading,Text
"arm, ability, talent [**Kun**]","腕,うで","Onyomi: ワン = arm",Guess the romaji equivalent of the Kunyomi reading,Text
"age [**On**]","齢,レイ","",Guess the romaji equivalent of the Onyomi reading,Text
"agility, alertness [**On**]","敏,ビン","",Guess the romaji equivalent of the Onyomi reading,Text
"always [**On**]","恒,コウ","",Guess the romaji equivalent of the Onyomi reading,Text
"attack the rebellious, collect taxes [**On**]","征,セイ","",Guess the romaji equivalent of the Onyomi reading,Text
"battle array, ranks, camp, position [**On**]","陣,ジン","",Guess the romaji equivalent of the Onyomi reading,Text
"be based on, follow [**On**]","拠,キョ,コ","",Guess the romaji equivalent of the Onyomi reading,Text
"be distant [**On**]","距,キョ","",Guess the romaji equivalent of the Onyomi reading,Text
"beat (in music) [**On**]","拍,ハク,ヒョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"bend, bend over, give in, submit to, yield to, flinch [**On**]","屈,クツ","",Guess the romaji equivalent of the Onyomi reading,Text
"big, large, great [**On**]","巨,キョ","",Guess the romaji equivalent of the Onyomi reading,Text
